"match.name","match.date","match.status","match.matchId","match.venue","match.utcStartTime","match.homeTeamId","match.awayTeamId","match.round","match.venueLocalStartTime","match.abbr","match.twitterHashTag","match.homeTeam.name","match.homeTeam.timeZone","match.homeTeam.teamId","match.homeTeam.abbr","match.homeTeam.nickname","match.awayTeam.name","match.awayTeam.timeZone","match.awayTeam.teamId","match.awayTeam.abbr","match.awayTeam.nickname","venue.address","venue.name","venue.state","venue.timeZone","venue.venueId","venue.abbreviation","venue.capacity","venue.groundDimension","venue.latitude","venue.longitude","round.name","round.year","round.roundId","round.abbreviation","round.competitionId","round.roundNumber","status","matchId","scoreWorm","scoreMap","homeTeamScoreChart","awayTeamScoreChart","lastUpdated","homeTeamScore.periodScore","homeTeamScore.rushedBehinds","homeTeamScore.minutesInFront","homeTeamScore.matchScore.totalScore","homeTeamScore.matchScore.goals","homeTeamScore.matchScore.behinds","homeTeamScore.matchScore.superGoals","awayTeamScore.periodScore","awayTeamScore.rushedBehinds","awayTeamScore.minutesInFront","awayTeamScore.matchScore.totalScore","awayTeamScore.matchScore.goals","awayTeamScore.matchScore.behinds","awayTeamScore.matchScore.superGoals","matchClock.periods","weather.description","weather.tempInCelsius","weather.weatherType"
"Hawthorn Vs Richmond",2013-08-03 04:10:00,"CONCLUDED","CD_M20130141903","CD_V40","2013-08-03T04:10:00","CD_T80","CD_T120","CD_R201301419","2013-08-03T14:10:00","HAW V RICH","#AFLHawksTigers","Hawthorn",NA,"CD_T80","HAW","Hawks","Richmond",NA,"CD_T120","RICH","Tigers","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 19","2013","CD_R201301419","Rd 19","CD_S2013014",19,"CONCLUDED","CD_M20130141903",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,66,9,12,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",5,NA,107,16,11,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Late rain.",11,"OVERCAST"
"West Coast Eagles Vs Gold Coast Suns",2013-08-03 06:40:00,"CONCLUDED","CD_M20130141904","CD_V70","2013-08-03T06:40:00","CD_T150","CD_T1000","CD_R201301419","2013-08-03T14:40:00","WCE V GCFC","#AFLEaglesSuns","West Coast Eagles",NA,"CD_T150","WCE","Eagles","Gold Coast Suns",NA,"CD_T1000","GCFC","Suns","Perth","Domain Stadium","WA","Australia/Perth","CD_V70","DS",NA,NA,NA,NA,"Round 19","2013","CD_R201301419","Rd 19","CD_S2013014",19,"CONCLUDED","CD_M20130141904",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,130,20,10,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,113,17,11,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Cloud clearing.",19,"MOSTLY_SUNNY"
"Carlton Vs Fremantle",2013-08-03 09:40:00,"CONCLUDED","CD_M20130141905","CD_V190","2013-08-03T09:40:00","CD_T30","CD_T60","CD_R201301419","2013-08-03T19:40:00","CARL V FRE","#AFLBluesFreo","Carlton",NA,"CD_T30","CARL","Blues","Fremantle",NA,"CD_T60","FRE","Freo","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 19","2013","CD_R201301419","Rd 19","CD_S2013014",19,"CONCLUDED","CD_M20130141905",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",0,NA,80,12,8,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,116,17,14,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Late rain.",9,"MOSTLY_SUNNY"
"Brisbane Lions Vs St Kilda",2013-08-03 09:40:00,"CONCLUDED","CD_M20130141906","CD_V20","2013-08-03T09:40:00","CD_T20","CD_T130","CD_R201301419","2013-08-03T19:40:00","BL V STK","#AFLLionsSaints","Brisbane Lions",NA,"CD_T20","BL","Lions","St Kilda",NA,"CD_T130","STK","Saints","Brisbane","Gabba","QLD","Australia/Brisbane","CD_V20","G",NA,NA,NA,NA,"Round 19","2013","CD_R201301419","Rd 19","CD_S2013014",19,"CONCLUDED","CD_M20130141906",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",3,NA,108,16,12,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",3,NA,77,11,11,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Fine, partly cloudy",18,"MOSTLY_CLEAR"
"Western Bulldogs Vs Sydney Swans",2013-08-04 03:10:00,"CONCLUDED","CD_M20130141907","CD_V190","2013-08-04T03:10:00","CD_T140","CD_T160","CD_R201301419","2013-08-04T13:10:00","WB V SYD","#AFLDogsSwans","Western Bulldogs",NA,"CD_T140","WB","Bulldogs","Sydney Swans",NA,"CD_T160","SYD","Swans","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 19","2013","CD_R201301419","Rd 19","CD_S2013014",19,"CONCLUDED","CD_M20130141907",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",3,NA,99,15,9,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,134,21,8,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","A few showers.",12,"OVERCAST"
"Adelaide Crows Vs Port Adelaide",2013-08-04 05:20:00,"CONCLUDED","CD_M20130141908","CD_V10","2013-08-04T05:20:00","CD_T10","CD_T110","CD_R201301419","2013-08-04T14:50:00","ADEL V PORT","#AFLCrowsPower","Adelaide Crows",NA,"CD_T10","ADEL","Crows","Port Adelaide",NA,"CD_T110","PORT","Power","Adelaide","AAMI Stadium","SA","Australia/Adelaide","CD_V10","AS",NA,NA,NA,NA,"Round 19","2013","CD_R201301419","Rd 19","CD_S2013014",19,"CONCLUDED","CD_M20130141908",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",0,NA,103,15,13,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",3,NA,107,17,5,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Scattered Clouds. Cool.",15,"MOSTLY_SUNNY"
"Collingwood Vs Essendon",2013-08-04 06:40:00,"CONCLUDED","CD_M20130141909","CD_V40","2013-08-04T06:40:00","CD_T40","CD_T50","CD_R201301419","2013-08-04T16:40:00","COLL V ESS","#AFLPiesDons","Collingwood",NA,"CD_T40","COLL","Magpies","Essendon",NA,"CD_T50","ESS","Bombers","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 19","2013","CD_R201301419","Rd 19","CD_S2013014",19,"CONCLUDED","CD_M20130141909",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",5,NA,133,20,13,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",3,NA,54,7,12,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","A few showers.",12,"OVERCAST"
"St Kilda Vs Hawthorn",2013-08-09 09:50:00,"CONCLUDED","CD_M20130142001","CD_V190","2013-08-09T09:50:00","CD_T130","CD_T80","CD_R201301420","2013-08-09T19:50:00","STK V HAW","#AFLSaintsHawks","St Kilda",NA,"CD_T130","STK","Saints","Hawthorn",NA,"CD_T80","HAW","Hawks","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 20","2013","CD_R201301420","Rd 20","CD_S2013014",20,"CONCLUDED","CD_M20130142001",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",3,NA,56,7,14,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",5,NA,102,14,18,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Shower or two.",11,"MOSTLY_CLEAR"
"Richmond Vs Brisbane Lions",2013-08-10 03:45:00,"CONCLUDED","CD_M20130142002","CD_V40","2013-08-10T03:45:00","CD_T120","CD_T20","CD_R201301420","2013-08-10T13:45:00","RICH V BL","#AFLTigersLions","Richmond",NA,"CD_T120","RICH","Tigers","Brisbane Lions",NA,"CD_T20","BL","Lions","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 20","2013","CD_R201301420","Rd 20","CD_S2013014",20,"CONCLUDED","CD_M20130142002",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,97,14,13,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,74,11,8,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly sunny.",16,"MOSTLY_SUNNY"
"Geelong Cats Vs Port Adelaide",2013-08-10 04:10:00,"CONCLUDED","CD_M20130142003","CD_V30","2013-08-10T04:10:00","CD_T70","CD_T110","CD_R201301420","2013-08-10T14:10:00","GEEL V PORT","#AFLCatsPower","Geelong Cats",NA,"CD_T70","GEEL","Cats","Port Adelaide",NA,"CD_T110","PORT","Power","Geelong","GMHBA Stadium","VIC","Australia/Melbourne","CD_V30","GMHBA",NA,NA,NA,NA,"Round 20","2013","CD_R201301420","Rd 20","CD_S2013014",20,"CONCLUDED","CD_M20130142003",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,129,20,9,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,104,16,8,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly sunny.",15,"MOSTLY_SUNNY"
"Carlton Vs Western Bulldogs",2013-08-10 06:40:00,"CONCLUDED","CD_M20130142004","CD_V190","2013-08-10T06:40:00","CD_T30","CD_T140","CD_R201301420","2013-08-10T16:40:00","CARL V WB","#AFLBluesDogs","Carlton",NA,"CD_T30","CARL","Blues","Western Bulldogs",NA,"CD_T140","WB","Bulldogs","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 20","2013","CD_R201301420","Rd 20","CD_S2013014",20,"CONCLUDED","CD_M20130142004",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",3,NA,89,13,11,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,117,16,21,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly sunny.",17,"MOSTLY_SUNNY"
"Sydney Swans Vs Collingwood",2013-08-10 09:40:00,"CONCLUDED","CD_M20130142005","CD_V9","2013-08-10T09:40:00","CD_T160","CD_T40","CD_R201301420","2013-08-10T19:40:00","SYD V COLL","#AFLSwansPies","Sydney Swans",NA,"CD_T160","SYD","Swans","Collingwood",NA,"CD_T40","COLL","Magpies","Sydney","Accor Stadium","NSW","Australia/Sydney","CD_V9","ASA",NA,NA,NA,NA,"Round 20","2013","CD_R201301420","Rd 20","CD_S2013014",20,"CONCLUDED","CD_M20130142005",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,71,10,11,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,100,14,16,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly sunny.",18,"MOSTLY_CLEAR"
"Gold Coast Suns Vs Melbourne",2013-08-10 09:40:00,"CONCLUDED","CD_M20130142006","CD_V81","2013-08-10T09:40:00","CD_T1000","CD_T90","CD_R201301420","2013-08-10T19:40:00","GCFC V MELB","#AFLSunsDees","Gold Coast Suns",NA,"CD_T1000","GCFC","Suns","Melbourne",NA,"CD_T90","MELB","Demons","Gold Coast","Metricon Stadium","QLD","Australia/Brisbane","CD_V81","MS",NA,NA,NA,NA,"Round 20","2013","CD_R201301420","Rd 20","CD_S2013014",20,"CONCLUDED","CD_M20130142006",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",0,NA,90,13,12,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,77,10,17,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Fine, sunny.",19,"MOSTLY_CLEAR"
"Essendon Vs West Coast Eagles",2013-08-11 03:10:00,"CONCLUDED","CD_M20130142007","CD_V190","2013-08-11T03:10:00","CD_T50","CD_T150","CD_R201301420","2013-08-11T13:10:00","ESS V WCE","#AFLDonsEagles","Essendon",NA,"CD_T50","ESS","Bombers","West Coast Eagles",NA,"CD_T150","WCE","Eagles","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 20","2013","CD_R201301420","Rd 20","CD_S2013014",20,"CONCLUDED","CD_M20130142007",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",4,NA,67,9,13,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",5,NA,120,18,12,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly sunny.",13,"MOSTLY_SUNNY"
"Adelaide Crows Vs North Melbourne",2013-08-11 05:20:00,"CONCLUDED","CD_M20130142008","CD_V10","2013-08-11T05:20:00","CD_T10","CD_T100","CD_R201301420","2013-08-11T14:50:00","ADEL V NMFC","#AFLCrowsNorth","Adelaide Crows",NA,"CD_T10","ADEL","Crows","North Melbourne",NA,"CD_T100","NMFC","Kangaroos","Adelaide","AAMI Stadium","SA","Australia/Adelaide","CD_V10","AS",NA,NA,NA,NA,"Round 20","2013","CD_R201301420","Rd 20","CD_S2013014",20,"CONCLUDED","CD_M20130142008",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",4,NA,79,11,13,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",3,NA,70,10,10,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Possible late shower.",19,"OVERCAST"
"Fremantle Vs GWS Giants",2013-08-11 06:40:00,"CONCLUDED","CD_M20130142009","CD_V70","2013-08-11T06:40:00","CD_T60","CD_T1010","CD_R201301420","2013-08-11T14:40:00","FRE V GWS","#AFLFreoGiants","Fremantle",NA,"CD_T60","FRE","Freo","GWS Giants",NA,"CD_T1010","GWS","Giants","Perth","Domain Stadium","WA","Australia/Perth","CD_V70","DS",NA,NA,NA,NA,"Round 20","2013","CD_R201301420","Rd 20","CD_S2013014",20,"CONCLUDED","CD_M20130142009",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,157,24,13,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,44,6,8,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Showers clearing.",18,"OVERCAST"
"Hawthorn Vs Collingwood",2013-08-16 09:50:00,"CONCLUDED","CD_M20130142101","CD_V40","2013-08-16T09:50:00","CD_T80","CD_T40","CD_R201301421","2013-08-16T19:50:00","HAW V COLL","#AFLHawksPies","Hawthorn",NA,"CD_T80","HAW","Hawks","Collingwood",NA,"CD_T40","COLL","Magpies","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 21","2013","CD_R201301421","Rd 21","CD_S2013014",21,"CONCLUDED","CD_M20130142101",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,119,18,11,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",4,NA,84,12,12,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly Cloudy.",16,"MOSTLY_CLEAR"
"Richmond Vs Carlton",2013-08-17 03:45:00,"CONCLUDED","CD_M20130142102","CD_V40","2013-08-17T03:45:00","CD_T120","CD_T30","CD_R201301421","2013-08-17T13:45:00","RICH V CARL","#AFLTigersBlues","Richmond",NA,"CD_T120","RICH","Tigers","Carlton",NA,"CD_T30","CARL","Blues","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 21","2013","CD_R201301421","Rd 21","CD_S2013014",21,"CONCLUDED","CD_M20130142102",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",4,NA,96,14,12,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,106,16,10,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Shower or two increasing.",15,"MOSTLY_SUNNY"
"Port Adelaide Vs Gold Coast Suns",2013-08-17 04:10:00,"CONCLUDED","CD_M20130142103","CD_V10","2013-08-17T04:10:00","CD_T110","CD_T1000","CD_R201301421","2013-08-17T13:40:00","PORT V GCFC","#AFLPowerSuns","Port Adelaide",NA,"CD_T110","PORT","Power","Gold Coast Suns",NA,"CD_T1000","GCFC","Suns","Adelaide","AAMI Stadium","SA","Australia/Adelaide","CD_V10","AS",NA,NA,NA,NA,"Round 21","2013","CD_R201301421","Rd 21","CD_S2013014",21,"CONCLUDED","CD_M20130142103",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",3,NA,113,16,17,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",0,NA,96,14,12,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Shower or two increasing.",15,"OVERCAST"
"Essendon Vs North Melbourne",2013-08-17 06:40:00,"CONCLUDED","CD_M20130142104","CD_V190","2013-08-17T06:40:00","CD_T50","CD_T100","CD_R201301421","2013-08-17T16:40:00","ESS V NMFC","#AFLDonsNorth","Essendon",NA,"CD_T50","ESS","Bombers","North Melbourne",NA,"CD_T100","NMFC","Kangaroos","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 21","2013","CD_R201301421","Rd 21","CD_S2013014",21,"CONCLUDED","CD_M20130142104",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,70,9,16,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,115,17,13,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Shower or two increasing.",15,"OVERCAST"
"West Coast Eagles Vs Geelong Cats",2013-08-17 09:40:00,"CONCLUDED","CD_M20130142105","CD_V70","2013-08-17T09:40:00","CD_T150","CD_T70","CD_R201301421","2013-08-17T17:40:00","WCE V GEEL","#AFLEaglesCats","West Coast Eagles",NA,"CD_T150","WCE","Eagles","Geelong Cats",NA,"CD_T70","GEEL","Cats","Perth","Domain Stadium","WA","Australia/Perth","CD_V70","DS",NA,NA,NA,NA,"Round 21","2013","CD_R201301421","Rd 21","CD_S2013014",21,"CONCLUDED","CD_M20130142105",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",0,NA,41,6,5,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,107,16,11,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Shower or two clearing.",19,"OVERCAST"
"Brisbane Lions Vs GWS Giants",2013-08-17 09:40:00,"CONCLUDED","CD_M20130142106","CD_V20","2013-08-17T09:40:00","CD_T20","CD_T1010","CD_R201301421","2013-08-17T19:40:00","BL V GWS","#AFLLionsGiants","Brisbane Lions",NA,"CD_T20","BL","Lions","GWS Giants",NA,"CD_T1010","GWS","Giants","Brisbane","Gabba","QLD","Australia/Brisbane","CD_V20","G",NA,NA,NA,NA,"Round 21","2013","CD_R201301421","Rd 21","CD_S2013014",21,"CONCLUDED","CD_M20130142106",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",3,NA,123,18,15,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",3,NA,63,9,9,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Clear. Mild.",20,"MOSTLY_CLEAR"
"Melbourne Vs Fremantle",2013-08-18 03:10:00,"CONCLUDED","CD_M20130142107","CD_V40","2013-08-18T03:10:00","CD_T90","CD_T60","CD_R201301421","2013-08-18T13:10:00","MELB V FRE","#AFLDeesFreo","Melbourne",NA,"CD_T90","MELB","Demons","Fremantle",NA,"CD_T60","FRE","Freo","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 21","2013","CD_R201301421","Rd 21","CD_S2013014",21,"CONCLUDED","CD_M20130142107",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,38,5,8,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",4,NA,133,20,13,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Cloudy. ",15,"OVERCAST"
"Sydney Swans Vs St Kilda",2013-08-18 05:20:00,"CONCLUDED","CD_M20130142108","CD_V60","2013-08-18T05:20:00","CD_T160","CD_T130","CD_R201301421","2013-08-18T15:20:00","SYD V STK","#AFLSwansSaints","Sydney Swans",NA,"CD_T160","SYD","Swans","St Kilda",NA,"CD_T130","STK","Saints","Sydney","SCG","NSW","Australia/Sydney","CD_V60","SCG",NA,NA,NA,NA,"Round 21","2013","CD_R201301421","Rd 21","CD_S2013014",21,"CONCLUDED","CD_M20130142108",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,118,18,10,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,59,8,11,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Sunny.",23,"MOSTLY_SUNNY"
"Western Bulldogs Vs Adelaide Crows",2013-08-18 06:40:00,"CONCLUDED","CD_M20130142109","CD_V190","2013-08-18T06:40:00","CD_T140","CD_T10","CD_R201301421","2013-08-18T16:40:00","WB V ADEL","#AFLDogsCrows","Western Bulldogs",NA,"CD_T140","WB","Bulldogs","Adelaide Crows",NA,"CD_T10","ADEL","Crows","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 21","2013","CD_R201301421","Rd 21","CD_S2013014",21,"CONCLUDED","CD_M20130142109",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,131,20,11,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,114,17,12,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Rain developing. Windy.",15,"RAIN"
