"match.name","match.date","match.status","match.matchId","match.venue","match.utcStartTime","match.homeTeamId","match.awayTeamId","match.round","match.venueLocalStartTime","match.abbr","match.twitterHashTag","match.homeTeam.name","match.homeTeam.timeZone","match.homeTeam.teamId","match.homeTeam.abbr","match.homeTeam.nickname","match.awayTeam.name","match.awayTeam.timeZone","match.awayTeam.teamId","match.awayTeam.abbr","match.awayTeam.nickname","venue.address","venue.name","venue.state","venue.timeZone","venue.venueId","venue.abbreviation","venue.capacity","venue.groundDimension","venue.latitude","venue.longitude","round.name","round.year","round.roundId","round.abbreviation","round.competitionId","round.roundNumber","status","matchId","scoreWorm","scoreMap","homeTeamScoreChart","awayTeamScoreChart","lastUpdated","homeTeamScore.periodScore","homeTeamScore.rushedBehinds","homeTeamScore.minutesInFront","homeTeamScore.matchScore.totalScore","homeTeamScore.matchScore.goals","homeTeamScore.matchScore.behinds","homeTeamScore.matchScore.superGoals","awayTeamScore.periodScore","awayTeamScore.rushedBehinds","awayTeamScore.minutesInFront","awayTeamScore.matchScore.totalScore","awayTeamScore.matchScore.goals","awayTeamScore.matchScore.behinds","awayTeamScore.matchScore.superGoals","matchClock.periods","weather.description","weather.tempInCelsius","weather.weatherType"
"Collingwood Vs Hawthorn",2013-04-14 05:20:00,"CONCLUDED","CD_M20130140308","CD_V40","2013-04-14T05:20:00","CD_T40","CD_T80","CD_R201301403","2013-04-14T15:20:00","COLL V HAW","#AFLPiesHawks","Collingwood",NA,"CD_T40","COLL","Magpies","Hawthorn",NA,"CD_T80","HAW","Hawks","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 3","2013","CD_R201301403","Rd 3","CD_S2013014",3,"CONCLUDED","CD_M20130140308",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",0,NA,90,13,12,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",3,NA,145,22,13,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Shower or two.",21,"OVERCAST"
"Port Adelaide Vs Adelaide Crows",2013-04-14 06:40:00,"CONCLUDED","CD_M20130140309","CD_V10","2013-04-14T06:40:00","CD_T110","CD_T10","CD_R201301403","2013-04-14T16:10:00","PORT V ADEL","#AFLPowerCrows","Port Adelaide",NA,"CD_T110","PORT","Power","Adelaide Crows",NA,"CD_T10","ADEL","Crows","Adelaide","AAMI Stadium","SA","Australia/Adelaide","CD_V10","AS",NA,NA,NA,NA,"Round 3","2013","CD_R201301403","Rd 3","CD_S2013014",3,"CONCLUDED","CD_M20130140309",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",5,NA,118,17,16,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",3,NA,109,16,13,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Shower or two.",23,"OVERCAST"
"Sydney Swans Vs Geelong Cats",2013-04-19 09:50:00,"CONCLUDED","CD_M20130140401","CD_V60","2013-04-19T09:50:00","CD_T160","CD_T70","CD_R201301404","2013-04-19T19:50:00","SYD V GEEL","#AFLSwansCats","Sydney Swans",NA,"CD_T160","SYD","Swans","Geelong Cats",NA,"CD_T70","GEEL","Cats","Sydney","SCG","NSW","Australia/Sydney","CD_V60","SCG",NA,NA,NA,NA,"Round 4","2013","CD_R201301404","Rd 4","CD_S2013014",4,"CONCLUDED","CD_M20130140401",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",3,NA,103,16,7,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,124,19,10,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Passing Clouds. Cool.",14,"MOSTLY_CLEAR"
"Hawthorn Vs Fremantle",2013-04-20 03:45:00,"CONCLUDED","CD_M20130140402","CD_V200","2013-04-20T03:45:00","CD_T80","CD_T60","CD_R201301404","2013-04-20T13:45:00","HAW V FRE","#AFLHawksFreo","Hawthorn",NA,"CD_T80","HAW","Hawks","Fremantle",NA,"CD_T60","FRE","Freo","Launceston","University of Tasmania Stadium","TAS","Australia/Hobart","CD_V200","UTAS",NA,NA,NA,NA,"Round 4","2013","CD_R201301404","Rd 4","CD_S2013014",4,"CONCLUDED","CD_M20130140402",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,118,18,10,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",4,NA,76,11,10,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy.",11,"OVERCAST"
"Richmond Vs Collingwood",2013-04-20 04:10:00,"CONCLUDED","CD_M20130140403","CD_V40","2013-04-20T04:10:00","CD_T120","CD_T40","CD_R201301404","2013-04-20T14:10:00","RICH V COLL","#AFLTigersPies","Richmond",NA,"CD_T120","RICH","Tigers","Collingwood",NA,"CD_T40","COLL","Magpies","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 4","2013","CD_R201301404","Rd 4","CD_S2013014",4,"CONCLUDED","CD_M20130140403",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,79,11,13,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",3,NA,113,16,17,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy.",17,"MOSTLY_SUNNY"
"St Kilda Vs Essendon",2013-04-20 06:40:00,"CONCLUDED","CD_M20130140404","CD_V190","2013-04-20T06:40:00","CD_T130","CD_T50","CD_R201301404","2013-04-20T16:40:00","STK V ESS","#AFLSaintsDons","St Kilda",NA,"CD_T130","STK","Saints","Essendon",NA,"CD_T50","ESS","Bombers","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 4","2013","CD_R201301404","Rd 4","CD_S2013014",4,"CONCLUDED","CD_M20130140404",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,91,13,13,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",3,NA,128,19,14,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy.",18,"MOSTLY_SUNNY"
"West Coast Eagles Vs Carlton",2013-04-20 09:40:00,"CONCLUDED","CD_M20130140405","CD_V70","2013-04-20T09:40:00","CD_T150","CD_T30","CD_R201301404","2013-04-20T17:40:00","WCE V CARL","#AFLEaglesBlues","West Coast Eagles",NA,"CD_T150","WCE","Eagles","Carlton",NA,"CD_T30","CARL","Blues","Perth","Domain Stadium","WA","Australia/Perth","CD_V70","DS",NA,NA,NA,NA,"Round 4","2013","CD_R201301404","Rd 4","CD_S2013014",4,"CONCLUDED","CD_M20130140405",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",9,NA,65,7,23,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",4,NA,89,12,17,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Cloudy.",19,"MOSTLY_SUNNY"
"Gold Coast Suns Vs Port Adelaide",2013-04-20 09:40:00,"CONCLUDED","CD_M20130140406","CD_V81","2013-04-20T09:40:00","CD_T1000","CD_T110","CD_R201301404","2013-04-20T19:40:00","GCFC V PORT","#AFLSunsPower","Gold Coast Suns",NA,"CD_T1000","GCFC","Suns","Port Adelaide",NA,"CD_T110","PORT","Power","Gold Coast","Metricon Stadium","QLD","Australia/Brisbane","CD_V81","MS",NA,NA,NA,NA,"Round 4","2013","CD_R201301404","Rd 4","CD_S2013014",4,"CONCLUDED","CD_M20130140406",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",3,NA,66,9,12,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",3,NA,104,16,8,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Fine, mostly clear.",20,"CLEAR_NIGHT"
"Melbourne Vs GWS Giants",2013-04-21 03:10:00,"CONCLUDED","CD_M20130140407","CD_V40","2013-04-21T03:10:00","CD_T90","CD_T1010","CD_R201301404","2013-04-21T13:10:00","MELB V GWS","#AFLDeesGiants","Melbourne",NA,"CD_T90","MELB","Demons","GWS Giants",NA,"CD_T1010","GWS","Giants","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 4","2013","CD_R201301404","Rd 4","CD_S2013014",4,"CONCLUDED","CD_M20130140407",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,144,22,12,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",4,NA,103,15,13,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Sunny. Mild.",17,"MOSTLY_SUNNY"
"Adelaide Crows Vs Western Bulldogs",2013-04-21 05:20:00,"CONCLUDED","CD_M20130140408","CD_V10","2013-04-21T05:20:00","CD_T10","CD_T140","CD_R201301404","2013-04-21T14:50:00","ADEL V WB","#AFLCrowsDogs","Adelaide Crows",NA,"CD_T10","ADEL","Crows","Western Bulldogs",NA,"CD_T140","WB","Bulldogs","Adelaide","AAMI Stadium","SA","Australia/Adelaide","CD_V10","AS",NA,NA,NA,NA,"Round 4","2013","CD_R201301404","Rd 4","CD_S2013014",4,"CONCLUDED","CD_M20130140408",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",5,NA,80,12,8,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,28,4,4,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Rain at times, easing.",17,"OVERCAST"
"North Melbourne Vs Brisbane Lions",2013-04-21 06:40:00,"CONCLUDED","CD_M20130140409","CD_V190","2013-04-21T06:40:00","CD_T100","CD_T20","CD_R201301404","2013-04-21T16:40:00","NMFC V BL","#AFLNorthLions","North Melbourne",NA,"CD_T100","NMFC","Kangaroos","Brisbane Lions",NA,"CD_T20","BL","Lions","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 4","2013","CD_R201301404","Rd 4","CD_S2013014",4,"CONCLUDED","CD_M20130140409",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,125,18,17,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,62,9,8,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","A little rain tonight.",20,"OVERCAST"
"Essendon Vs Collingwood",2013-04-25 04:40:00,"CONCLUDED","CD_M20130140501","CD_V40","2013-04-25T04:40:00","CD_T50","CD_T40","CD_R201301405","2013-04-25T14:40:00","ESS V COLL","#AFLDonsPies","Essendon",NA,"CD_T50","ESS","Bombers","Collingwood",NA,"CD_T40","COLL","Magpies","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 5","2013","CD_R201301405","Rd 5","CD_S2013014",5,"CONCLUDED","CD_M20130140501",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,121,18,13,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,75,10,15,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy.",21,"MOSTLY_SUNNY"
"St Kilda Vs Sydney Swans",2013-04-25 07:50:00,"CONCLUDED","CD_M20130140502","CD_V130","2013-04-25T07:50:00","CD_T130","CD_T160","CD_R201301405","2013-04-25T19:50:00","STK V SYD","#AFLSaintsSwans","St Kilda",NA,"CD_T130","STK","Saints","Sydney Swans",NA,"CD_T160","SYD","Swans","Wellington","Westpac Stadium",NA,"Pacific/Auckland","CD_V130","WS",NA,NA,NA,NA,"Round 5","2013","CD_R201301405","Rd 5","CD_S2013014",5,"CONCLUDED","CD_M20130140502",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,63,9,9,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,79,11,13,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Rain developing. Very windy.",16,"MOSTLY_SUNNY"
"Fremantle Vs Richmond",2013-04-26 10:45:00,"CONCLUDED","CD_M20130140503","CD_V70","2013-04-26T10:45:00","CD_T60","CD_T120","CD_R201301405","2013-04-26T18:45:00","FRE V RICH","#AFLFreoTigers","Fremantle",NA,"CD_T60","FRE","Freo","Richmond",NA,"CD_T120","RICH","Tigers","Perth","Domain Stadium","WA","Australia/Perth","CD_V70","DS",NA,NA,NA,NA,"Round 5","2013","CD_R201301405","Rd 5","CD_S2013014",5,"CONCLUDED","CD_M20130140503",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,81,12,9,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",4,NA,80,12,8,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly clear.",22,"MOSTLY_CLEAR"
"GWS Giants Vs Gold Coast Suns",2013-04-27 03:45:00,"CONCLUDED","CD_M20130140504","CD_V150","2013-04-27T03:45:00","CD_T1010","CD_T1000","CD_R201301405","2013-04-27T13:45:00","GWS V GCFC","#AFLGiantsSuns","GWS Giants",NA,"CD_T1010","GWS","Giants","Gold Coast Suns",NA,"CD_T1000","GCFC","Suns","Canberra","Manuka Oval","ACT","Australia/Canberra","CD_V150","MO",NA,NA,NA,NA,"Round 5","2013","CD_R201301405","Rd 5","CD_S2013014",5,"CONCLUDED","CD_M20130140504",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,104,16,8,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",3,NA,148,21,22,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Sunny.",22,"SUNNY"
"Carlton Vs Adelaide Crows",2013-04-27 06:40:00,"CONCLUDED","CD_M20130140505","CD_V40","2013-04-27T06:40:00","CD_T30","CD_T10","CD_R201301405","2013-04-27T16:40:00","CARL V ADEL","#AFLBluesCrows","Carlton",NA,"CD_T30","CARL","Blues","Adelaide Crows",NA,"CD_T10","ADEL","Crows","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 5","2013","CD_R201301405","Rd 5","CD_S2013014",5,"CONCLUDED","CD_M20130140505",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,115,17,13,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,83,12,11,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Windy. Partly cloudy.",24,"OVERCAST"
"Western Bulldogs Vs Geelong Cats",2013-04-27 09:40:00,"CONCLUDED","CD_M20130140506","CD_V190","2013-04-27T09:40:00","CD_T140","CD_T70","CD_R201301405","2013-04-27T19:40:00","WB V GEEL","#AFLDogsCats","Western Bulldogs",NA,"CD_T140","WB","Bulldogs","Geelong Cats",NA,"CD_T70","GEEL","Cats","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 5","2013","CD_R201301405","Rd 5","CD_S2013014",5,"CONCLUDED","CD_M20130140506",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",0,NA,86,13,8,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",6,NA,107,15,17,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Windy. Partly cloudy.",24,"MOSTLY_SUNNY"
"Port Adelaide Vs West Coast Eagles",2013-04-27 09:45:00,"CONCLUDED","CD_M20130140507","CD_V10","2013-04-27T09:45:00","CD_T110","CD_T150","CD_R201301405","2013-04-27T19:15:00","PORT V WCE","#AFLPowerEagles","Port Adelaide",NA,"CD_T110","PORT","Power","West Coast Eagles",NA,"CD_T150","WCE","Eagles","Adelaide","AAMI Stadium","SA","Australia/Adelaide","CD_V10","AS",NA,NA,NA,NA,"Round 5","2013","CD_R201301405","Rd 5","CD_S2013014",5,"CONCLUDED","CD_M20130140507",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",0,NA,84,12,12,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",5,NA,79,10,19,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy.",24,"MOSTLY_SUNNY"
"Brisbane Lions Vs Melbourne",2013-04-28 05:20:00,"CONCLUDED","CD_M20130140508","CD_V20","2013-04-28T05:20:00","CD_T20","CD_T90","CD_R201301405","2013-04-28T15:20:00","BL V MELB","#AFLLionsDees","Brisbane Lions",NA,"CD_T20","BL","Lions","Melbourne",NA,"CD_T90","MELB","Demons","Brisbane","Gabba","QLD","Australia/Brisbane","CD_V20","G",NA,NA,NA,NA,"Round 5","2013","CD_R201301405","Rd 5","CD_S2013014",5,"CONCLUDED","CD_M20130140508",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,122,17,20,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,94,14,10,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly Sunny",26,"MOSTLY_SUNNY"
"Hawthorn Vs North Melbourne",2013-04-28 06:40:00,"CONCLUDED","CD_M20130140509","CD_V40","2013-04-28T06:40:00","CD_T80","CD_T100","CD_R201301405","2013-04-28T16:40:00","HAW V NMFC","#AFLHawksNorth","Hawthorn",NA,"CD_T80","HAW","Hawks","North Melbourne",NA,"CD_T100","NMFC","Kangaroos","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 5","2013","CD_R201301405","Rd 5","CD_S2013014",5,"CONCLUDED","CD_M20130140509",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,99,14,15,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",5,NA,96,13,18,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Shower or two clearing.",18,"OVERCAST"
"Collingwood Vs St Kilda",2013-05-03 09:50:00,"CONCLUDED","CD_M20130140601","CD_V190","2013-05-03T09:50:00","CD_T40","CD_T130","CD_R201301406","2013-05-03T19:50:00","COLL V STK","#AFLPiesSaints","Collingwood",NA,"CD_T40","COLL","Magpies","St Kilda",NA,"CD_T130","STK","Saints","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 6","2013","CD_R201301406","Rd 6","CD_S2013014",6,"CONCLUDED","CD_M20130140601",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,103,15,13,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,77,11,11,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Shower or two.",18,"MOSTLY_CLEAR"
"Essendon Vs GWS Giants",2013-05-04 03:45:00,"CONCLUDED","CD_M20130140602","CD_V190","2013-05-04T03:45:00","CD_T50","CD_T1010","CD_R201301406","2013-05-04T13:45:00","ESS V GWS","#AFLDonsGiants","Essendon",NA,"CD_T50","ESS","Bombers","GWS Giants",NA,"CD_T1010","GWS","Giants","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 6","2013","CD_R201301406","Rd 6","CD_S2013014",6,"CONCLUDED","CD_M20130140602",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,120,17,18,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,81,12,9,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy.",15,"OVERCAST"
"North Melbourne Vs Port Adelaide",2013-05-04 04:10:00,"CONCLUDED","CD_M20130140603","CD_V2","2013-05-04T04:10:00","CD_T100","CD_T110","CD_R201301406","2013-05-04T14:10:00","NMFC V PORT","#AFLNorthPower","North Melbourne",NA,"CD_T100","NMFC","Kangaroos","Port Adelaide",NA,"CD_T110","PORT","Power","Hobart","Blundstone Arena","TAS","Australia/Hobart","CD_V2","BA",NA,NA,NA,NA,"Round 6","2013","CD_R201301406","Rd 6","CD_S2013014",6,"CONCLUDED","CD_M20130140603",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,93,14,9,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",3,NA,83,12,11,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","A few showers clearing. Windy.",11,"RAIN"
"Adelaide Crows Vs Hawthorn",2013-05-04 06:40:00,"CONCLUDED","CD_M20130140604","CD_V10","2013-05-04T06:40:00","CD_T10","CD_T80","CD_R201301406","2013-05-04T16:10:00","ADEL V HAW","#AFLCrowsHawks","Adelaide Crows",NA,"CD_T10","ADEL","Crows","Hawthorn",NA,"CD_T80","HAW","Hawks","Adelaide","AAMI Stadium","SA","Australia/Adelaide","CD_V10","AS",NA,NA,NA,NA,"Round 6","2013","CD_R201301406","Rd 6","CD_S2013014",6,"CONCLUDED","CD_M20130140604",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",3,NA,78,11,12,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,89,13,11,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy.",18,"OVERCAST"
"Richmond Vs Geelong Cats",2013-05-04 09:40:00,"CONCLUDED","CD_M20130140605","CD_V40","2013-05-04T09:40:00","CD_T120","CD_T70","CD_R201301406","2013-05-04T19:40:00","RICH V GEEL","#AFLTigersCats","Richmond",NA,"CD_T120","RICH","Tigers","Geelong Cats",NA,"CD_T70","GEEL","Cats","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 6","2013","CD_R201301406","Rd 6","CD_S2013014",6,"CONCLUDED","CD_M20130140605",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,87,13,9,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,131,20,11,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy.",15,"MOSTLY_SUNNY"
